"enep1","eneg","avemag","uppertier","enpres","proximity1","st.eneg","st.logavemag","st.uppertier","st.enpres","st.proximity1","country","year","country.year"
5.52,2.35385,7.7,0,0,0,0.268704,0.258548,-0.230057,-0.347783,-0.321421,"Switzerland",1979,"Switzerland (1979)"
6.03,2.35385,7.7,0,0,0,0.268704,0.258548,-0.230057,-0.347783,-0.321421,"Switzerland",1983,"Switzerland (1983)"
6.83,2.35385,7.7,0,0,0,0.268704,0.258548,-0.230057,-0.347783,-0.321421,"Switzerland",1987,"Switzerland (1987)"
7.37,2.35385,7.7,0,0,0,0.268704,0.258548,-0.230057,-0.347783,-0.321421,"Switzerland",1991,"Switzerland (1991)"
6.86,2.35385,7.7,0,0,0,0.268704,0.258548,-0.230057,-0.347783,-0.321421,"Switzerland",1995,"Switzerland (1995)"
5.88,2.35385,7.7,0,0,0,0.268704,0.258548,-0.230057,-0.347783,-0.321421,"Switzerland",1999,"Switzerland (1999)"
5.905,1.75863,2.4,0,0,0,-0.0127003,-0.193478,-0.230057,-0.347783,-0.321421,"Thailand",1983,"Thailand (1983)"
7.97,1.75863,2.51,0,0,0,-0.0127003,-0.176101,-0.230057,-0.347783,-0.321421,"Thailand",1986,"Thailand (1986)"
9.75,1.75863,2.51,0,0,0,-0.0127003,-0.176101,-0.230057,-0.347783,-0.321421,"Thailand",1988,"Thailand (1988)"
6.7,1.75863,2.54,0,0,0,-0.0127003,-0.171494,-0.230057,-0.347783,-0.321421,"Thailand",1992,"Thailand (1992)"
6.6,1.75863,2.54,0,0,0,-0.0127003,-0.171494,-0.230057,-0.347783,-0.321421,"Thailand",1992,"Thailand (1992)"
6.81,1.75863,2.52,0,0,0,-0.0127003,-0.174559,-0.230057,-0.347783,-0.321421,"Thailand",1995,"Thailand (1995)"
4.61,1.75863,2.52,0,0,0,-0.0127003,-0.174559,-0.230057,-0.347783,-0.321421,"Thailand",1996,"Thailand (1996)"
2.51,2.83221,1,0,0,0,0.494859,-0.532945,-0.230057,-0.347783,-0.321421,"Trinidad and Tobago",1966,"Trinidad and Tobago (1966)"
1.38,2.83221,1,0,0,0,0.494859,-0.532945,-0.230057,-0.347783,-0.321421,"Trinidad and Tobago",1971,"Trinidad and Tobago (1971)"
2.65,2.83221,1,0,0,0,0.494859,-0.532945,-0.230057,-0.347783,-0.321421,"Trinidad and Tobago",1976,"Trinidad and Tobago (1976)"
2.82,2.83221,1,0,0,0,0.494859,-0.532945,-0.230057,-0.347783,-0.321421,"Trinidad and Tobago",1981,"Trinidad and Tobago (1981)"
1.84,2.83221,1,0,0,0,0.494859,-0.532945,-0.230057,-0.347783,-0.321421,"Trinidad and Tobago",1986,"Trinidad and Tobago (1986)"
2.88,2.83221,1,0,0,0,0.494859,-0.532945,-0.230057,-0.347783,-0.321421,"Trinidad and Tobago",1991,"Trinidad and Tobago (1991)"
2.22,2.83221,1,0,0,0,0.494859,-0.532945,-0.230057,-0.347783,-0.321421,"Trinidad and Tobago",1995,"Trinidad and Tobago (1995)"
2.15,2.83221,1,0,0,0,0.494859,-0.532945,-0.230057,-0.347783,-0.321421,"Trinidad and Tobago",2000,"Trinidad and Tobago (2000)"
3.4,1.42552,6.72,0,0,0,-0.170186,0.205762,-0.230057,-0.347783,-0.321421,"Turkey",1961,"Turkey (1961)"
3.33,1.42552,6.72,0,0,0,-0.170186,0.205762,-0.230057,-0.347783,-0.321421,"Turkey",1969,"Turkey (1969)"
4.31,1.42552,6.72,0,0,0,-0.170186,0.205762,-0.230057,-0.347783,-0.321421,"Turkey",1973,"Turkey (1973)"
3.13,1.42552,6.72,0,0,0,-0.170186,0.205762,-0.230057,-0.347783,-0.321421,"Turkey",1977,"Turkey (1977)"
2.85,1.42552,5.42,0,0,0,-0.170186,0.122398,-0.230057,-0.347783,-0.321421,"Turkey",1983,"Turkey (1983)"
4.12,1.42552,4.33,0,0,0,-0.170186,0.0353361,-0.230057,-0.347783,-0.321421,"Turkey",1987,"Turkey (1987)"
4.68,1.42552,4.21,0,0,0,-0.170186,0.0244383,-0.230057,-0.347783,-0.321421,"Turkey",1991,"Turkey (1991)"
6.14,1.42552,6.63,0,0,0,-0.170186,0.200534,-0.230057,-0.347783,-0.321421,"Turkey",1995,"Turkey (1995)"
6.78,1.42552,6.55,0,0,0,-0.170186,0.195827,-0.230057,-0.347783,-0.321421,"Turkey",1999,"Turkey (1999)"
2.24,14.2243,1,0,0,0,5.88073,-0.532945,-0.230057,-0.347783,-0.321421,"Uganda",1980,"Uganda (1980)"
2.44,1.48036,1,0,0,0,-0.144259,-0.532945,-0.230057,-0.347783,-0.321421,"United Kingdom",1950,"United Kingdom (1950)"
2.13,1.48036,1,0,0,0,-0.144259,-0.532945,-0.230057,-0.347783,-0.321421,"United Kingdom",1951,"United Kingdom (1951)"
2.16,1.48036,1,0,0,0,-0.144259,-0.532945,-0.230057,-0.347783,-0.321421,"United Kingdom",1955,"United Kingdom (1955)"
2.28,1.48036,1,0,0,0,-0.144259,-0.532945,-0.230057,-0.347783,-0.321421,"United Kingdom",1959,"United Kingdom (1959)"
2.52,1.48036,1,0,0,0,-0.144259,-0.532945,-0.230057,-0.347783,-0.321421,"United Kingdom",1964,"United Kingdom (1964)"
2.42,1.48036,1,0,0,0,-0.144259,-0.532945,-0.230057,-0.347783,-0.321421,"United Kingdom",1966,"United Kingdom (1966)"
2.46,1.48036,1,0,0,0,-0.144259,-0.532945,-0.230057,-0.347783,-0.321421,"United Kingdom",1970,"United Kingdom (1970)"
3.13,1.48036,1,0,0,0,-0.144259,-0.532945,-0.230057,-0.347783,-0.321421,"United Kingdom",1974,"United Kingdom (1974)"
3.15,1.48036,1,0,0,0,-0.144259,-0.532945,-0.230057,-0.347783,-0.321421,"United Kingdom",1974,"United Kingdom (1974)"
2.87,1.48036,1,0,0,0,-0.144259,-0.532945,-0.230057,-0.347783,-0.321421,"United Kingdom",1979,"United Kingdom (1979)"
2.83,1.48036,1,0,0,0,-0.144259,-0.532945,-0.230057,-0.347783,-0.321421,"United Kingdom",1983,"United Kingdom (1983)"
2.85,1.48036,1,0,0,0,-0.144259,-0.532945,-0.230057,-0.347783,-0.321421,"United Kingdom",1987,"United Kingdom (1987)"
3.03,1.48036,1,0,0,0,-0.144259,-0.532945,-0.230057,-0.347783,-0.321421,"United Kingdom",1992,"United Kingdom (1992)"
3.23,1.48036,1,0,0,0,-0.144259,-0.532945,-0.230057,-0.347783,-0.321421,"United Kingdom",1997,"United Kingdom (1997)"
2.05,1.96447,1,0,2.02,0,0.0846152,-0.532945,-0.230057,0.29515,-0.321421,"United States",1946,"United States (1946)"
2.07,1.96447,1,0,2.22,1,0.0846152,-0.532945,-0.230057,0.358807,0.955463,"United States",1948,"United States (1948)"
2.06,1.96447,1,0,2.22,0,0.0846152,-0.532945,-0.230057,0.358807,-0.321421,"United States",1950,"United States (1950)"
2.04,1.96447,1,0,1.997,1,0.0846152,-0.532945,-0.230057,0.28783,0.955463,"United States",1952,"United States (1952)"
2.01,1.96447,1,0,1.997,0,0.0846152,-0.532945,-0.230057,0.28783,-0.321421,"United States",1954,"United States (1954)"
2.01,1.96447,1,0,1.98,1,0.0846152,-0.532945,-0.230057,0.282419,0.955463,"United States",1956,"United States (1956)"
1.98,1.96447,1,0,1.98,0,0.0846152,-0.532945,-0.230057,0.282419,-0.321421,"United States",1958,"United States (1958)"
2.01,1.96447,1,0,2.03,1,0.0846152,-0.532945,-0.230057,0.298333,0.955463,"United States",1960,"United States (1960)"
2.01,1.96447,1,0,2.03,0,0.0846152,-0.532945,-0.230057,0.298333,-0.321421,"United States",1962,"United States (1962)"
1.97,1.96447,1,0,1.92,1,0.0846152,-0.532945,-0.230057,0.263322,0.955463,"United States",1964,"United States (1964)"
2.03,1.96447,1,0,1.92,0,0.0846152,-0.532945,-0.230057,0.263322,-0.321421,"United States",1966,"United States (1966)"
2.05,1.96447,1,0,2.57,1,0.0846152,-0.532945,-0.230057,0.470206,0.955463,"United States",1968,"United States (1968)"
2.035,1.96447,1,0,2.57,0,0.0846152,-0.532945,-0.230057,0.470206,-0.321421,"United States",1970,"United States (1970)"
2.04,1.96447,1,0,1.96,1,0.0846152,-0.532945,-0.230057,0.276053,0.955463,"United States",1972,"United States (1972)"
2,1.96447,1,0,1.96,0,0.0846152,-0.532945,-0.230057,0.276053,-0.321421,"United States",1974,"United States (1974)"
2.02,1.96447,1,0,2.08,1,0.0846152,-0.532945,-0.230057,0.314247,0.955463,"United States",1976,"United States (1976)"
2.03,1.96447,1,0,2.08,0,0.0846152,-0.532945,-0.230057,0.314247,-0.321421,"United States",1978,"United States (1978)"
2.06,1.96447,1,0,2.33,1,0.0846152,-0.532945,-0.230057,0.393818,0.955463,"United States",1980,"United States (1980)"
2.02,1.96447,1,0,2.33,0,0.0846152,-0.532945,-0.230057,0.393818,-0.321421,"United States",1982,"United States (1982)"
2.03,1.96447,1,0,1.96,1,0.0846152,-0.532945,-0.230057,0.276053,0.955463,"United States",1984,"United States (1984)"
2.01,1.96447,1,0,1.96,0,0.0846152,-0.532945,-0.230057,0.276053,-0.321421,"United States",1986,"United States (1986)"
2.03,1.96447,1,0,1.99,1,0.0846152,-0.532945,-0.230057,0.285602,0.955463,"United States",1988,"United States (1988)"
2.07,1.96447,1,0,1.99,0,0.0846152,-0.532945,-0.230057,0.285602,-0.321421,"United States",1990,"United States (1990)"
2.145,1.96447,1,0,2.74,1,0.0846152,-0.532945,-0.230057,0.524315,0.955463,"United States",1992,"United States (1992)"
2.08,1.96447,1,0,2.74,0,0.0846152,-0.532945,-0.230057,0.524315,-0.321421,"United States",1994,"United States (1994)"
2.11,1.96447,1,0,2.41,1,0.0846152,-0.532945,-0.230057,0.419281,0.955463,"United States",1996,"United States (1996)"
2.155,1.96447,1,0,2.41,0,0.0846152,-0.532945,-0.230057,0.419281,-0.321421,"United States",1998,"United States (1998)"
2.18,1.96447,1,0,2.15,1,0.0846152,-0.532945,-0.230057,0.336527,0.955463,"United States",2000,"United States (2000)"
1.87,1.93526,4.78,0,1.66,1,0.0708056,0.0736746,-0.230057,0.180568,0.955463,"Venezuela",1947,"Venezuela (1947)"
4.77,1.93526,7.26,6.7,4.56,1,0.0708056,0.235733,0.0287191,1.10359,0.955463,"Venezuela",1963,"Venezuela (1963)"
6.045,1.93526,8.52,8.41,3.98,1,0.0708056,0.297787,0.094765,0.918987,0.955463,"Venezuela",1968,"Venezuela (1968)"
3.36,1.93526,7.96,8.5,2.65,1,0.0708056,0.271425,0.0982411,0.495669,0.955463,"Venezuela",1973,"Venezuela (1973)"
3.11,1.93526,7.96,8.04,2.45,1,0.0708056,0.271425,0.0804743,0.432012,0.955463,"Venezuela",1978,"Venezuela (1978)"
2.97,1.93526,7.91,9,2.25,1,0.0708056,0.268982,0.117553,0.368356,0.955463,"Venezuela",1983,"Venezuela (1983)"
3.38,1.93526,7.91,9.45,2.25,1,0.0708056,0.268982,0.134933,0.368356,0.955463,"Venezuela",1988,"Venezuela (1988)"
5.635,1.93526,1,49.75,4.03,1,0.0708056,-0.532945,1.69145,0.934901,0.955463,"Venezuela",1993,"Venezuela (1993)"
7.36,1.93526,1.22,57.49,2.1,1,0.0708056,-0.455839,1.9904,0.320613,0.955463,"Venezuela",1998,"Venezuela (1998)"
4.24,1.93526,6.88,0,3.38,1,0.0708056,0.214886,-0.230057,0.728016,0.955463,"Venezuela",2000,"Venezuela (2000)"
