"enep1","eneg","avemag","uppertier","enpres","proximity1","st.eneg","st.logavemag","st.uppertier","st.enpres","st.proximity1","country","year","country.year"
5.75,1.3421,10.53,0,2.09,1,-0.209624,0.379919,-0.230057,0.31743,0.955463,"Argentina",1946,"Argentina (1946)"
1.97,1.3421,10.53,0,1.96,1,-0.209624,0.379919,-0.230057,0.276053,0.955463,"Argentina",1951,"Argentina (1951)"
1.93,1.3421,4.56,0,1.96,0.2,-0.209624,0.0554044,-0.230057,0.276053,-0.0660439,"Argentina",1954,"Argentina (1954)"
2.885,1.3421,8.13,0,2.65,1,-0.209624,0.279619,-0.230057,0.495669,0.955463,"Argentina",1958,"Argentina (1958)"
5.485,1.3421,4.17,0,2.65,0.2,-0.209624,0.0207365,-0.230057,0.495669,-0.0660439,"Argentina",1960,"Argentina (1960)"
5.98,1.3421,8.35,0,3.9,1,-0.209624,0.289972,-0.230057,0.893524,0.955463,"Argentina",1963,"Argentina (1963)"
5.155,1.3421,4.17,0,3.9,0.33,-0.209624,0.0207365,-0.230057,0.893524,0.0999511,"Argentina",1965,"Argentina (1965)"
3.19,1.3421,10.13,0,2.66,1,-0.209624,0.364902,-0.230057,0.498852,0.955463,"Argentina",1973,"Argentina (1973)"
2.63,1.3421,10.58,0,2.3,1,-0.209624,0.381755,-0.230057,0.38427,0.955463,"Argentina",1983,"Argentina (1983)"
4.24,1.3421,5.29,0,2.3,0.33,-0.209624,0.112984,-0.230057,0.38427,0.0999511,"Argentina",1985,"Argentina (1985)"
3.14,1.3421,5.52,0,2.3,0.33,-0.209624,0.129487,-0.230057,0.38427,0.0999511,"Argentina",1987,"Argentina (1987)"
3.35,1.3421,5.29,0,2.91,1,-0.209624,0.112984,-0.230057,0.578423,0.955463,"Argentina",1989,"Argentina (1989)"
3.57,1.3421,5.29,0,2.91,0.33,-0.209624,0.112984,-0.230057,0.578423,0.0999511,"Argentina",1991,"Argentina (1991)"
3.37,1.3421,5.29,0,2.91,0.33,-0.209624,0.112984,-0.230057,0.578423,0.0999511,"Argentina",1993,"Argentina (1993)"
3.58,1.3421,5.42,0,2.75,1,-0.209624,0.122398,-0.230057,0.527498,0.955463,"Argentina",1995,"Argentina (1995)"
3.65,1.3421,5.29,0,2.75,0,-0.209624,0.112984,-0.230057,0.527498,-0.321421,"Argentina",1997,"Argentina (1997)"
3.225,1.3421,5.42,0,2.56,1,-0.209624,0.122398,-0.230057,0.467024,0.955463,"Argentina",1999,"Argentina (1999)"
2.74,1.1744,1,0,0,0,-0.288908,-0.532945,-0.230057,-0.347783,-0.321421,"Australia",1946,"Australia (1946)"
2.64,1.1744,1,0,0,0,-0.288908,-0.532945,-0.230057,-0.347783,-0.321421,"Australia",1949,"Australia (1949)"
2.49,1.1744,1,0,0,0,-0.288908,-0.532945,-0.230057,-0.347783,-0.321421,"Australia",1951,"Australia (1951)"
2.46,1.1744,1,0,0,0,-0.288908,-0.532945,-0.230057,-0.347783,-0.321421,"Australia",1954,"Australia (1954)"
2.735,1.1744,1,0,0,0,-0.288908,-0.532945,-0.230057,-0.347783,-0.321421,"Australia",1955,"Australia (1955)"
2.97,1.1744,1,0,0,0,-0.288908,-0.532945,-0.230057,-0.347783,-0.321421,"Australia",1958,"Australia (1958)"
2.81,1.1744,1,0,0,0,-0.288908,-0.532945,-0.230057,-0.347783,-0.321421,"Australia",1961,"Australia (1961)"
2.79,1.1744,1,0,0,0,-0.288908,-0.532945,-0.230057,-0.347783,-0.321421,"Australia",1963,"Australia (1963)"
2.98,1.1744,1,0,0,0,-0.288908,-0.532945,-0.230057,-0.347783,-0.321421,"Australia",1966,"Australia (1966)"
2.83,1.1744,1,0,0,0,-0.288908,-0.532945,-0.230057,-0.347783,-0.321421,"Australia",1969,"Australia (1969)"
2.77,1.1744,1,0,0,0,-0.288908,-0.532945,-0.230057,-0.347783,-0.321421,"Australia",1972,"Australia (1972)"
2.66,1.1744,1,0,0,0,-0.288908,-0.532945,-0.230057,-0.347783,-0.321421,"Australia",1974,"Australia (1974)"
2.7,1.1744,1,0,0,0,-0.288908,-0.532945,-0.230057,-0.347783,-0.321421,"Australia",1975,"Australia (1975)"
3.115,1.1744,1,0,0,0,-0.288908,-0.532945,-0.230057,-0.347783,-0.321421,"Australia",1977,"Australia (1977)"
2.81,1.1744,1,0,0,0,-0.288908,-0.532945,-0.230057,-0.347783,-0.321421,"Australia",1980,"Australia (1980)"
2.67,1.1744,1,0,0,0,-0.288908,-0.532945,-0.230057,-0.347783,-0.321421,"Australia",1983,"Australia (1983)"
2.79,1.1744,1,0,0,0,-0.288908,-0.532945,-0.230057,-0.347783,-0.321421,"Australia",1984,"Australia (1984)"
3.02,1.1744,1,0,0,0,-0.288908,-0.532945,-0.230057,-0.347783,-0.321421,"Australia",1987,"Australia (1987)"
3.34,1.1744,1,0,0,0,-0.288908,-0.532945,-0.230057,-0.347783,-0.321421,"Australia",1990,"Australia (1990)"
2.88,1.1744,1,0,0,0,-0.288908,-0.532945,-0.230057,-0.347783,-0.321421,"Australia",1993,"Australia (1993)"
3.21,1.1744,1,0,0,0,-0.288908,-0.532945,-0.230057,-0.347783,-0.321421,"Australia",1996,"Australia (1996)"
3.46,1.1744,1,0,0,0,-0.288908,-0.532945,-0.230057,-0.347783,-0.321421,"Australia",1998,"Australia (1998)"
2.78,1.14368,6.6,12.73,0,0,-0.303432,0.198776,0.261618,-0.347783,-0.321421,"Austria",1949,"Austria (1949)"
2.76,1.14368,6.6,14.55,2.93,0.33,-0.303432,0.198776,0.331912,0.584789,0.0999511,"Austria",1953,"Austria (1953)"
2.48,1.14368,6.6,10.91,2.93,0.67,-0.303432,0.198776,0.191323,0.584789,0.534092,"Austria",1956,"Austria (1956)"
2.48,1.14368,6.6,12.12,2,0.33,-0.303432,0.198776,0.238057,0.288785,0.0999511,"Austria",1959,"Austria (1959)"
2.47,1.14368,6.6,10.3,2,0.67,-0.303432,0.198776,0.167763,0.288785,0.534092,"Austria",1962,"Austria (1962)"
2.39,1.14368,6.6,8.48,2,0.67,-0.303432,0.198776,0.0974686,0.288785,0.534092,"Austria",1966,"Austria (1966)"
2.29,1.14368,6.6,8.48,2,0.67,-0.303432,0.198776,0.0974686,0.288785,0.534092,"Austria",1970,"Austria (1970)"
2.28,1.14368,20.33,8.74,1.99,1,-0.303432,0.635011,0.107511,0.285602,0.955463,"Austria",1971,"Austria (1971)"
2.27,1.14368,20.33,6.56,2,0.67,-0.303432,0.635011,0.0233119,0.288785,0.534092,"Austria",1975,"Austria (1975)"
2.28,1.14368,20.33,7.65,2,0.67,-0.303432,0.635011,0.0654113,0.288785,0.534092,"Austria",1979,"Austria (1979)"
2.4,1.14368,20.33,10.38,1.5,0,-0.303432,0.635011,0.170853,0.129643,-0.321421,"Austria",1983,"Austria (1983)"
2.72,1.14368,20.33,11.48,2.27,1,-0.303432,0.635011,0.213338,0.374721,0.955463,"Austria",1986,"Austria (1986)"
3.17,1.14368,20.33,13.66,2.27,0.33,-0.303432,0.635011,0.297537,0.374721,0.0999511,"Austria",1990,"Austria (1990)"
3.87,1.14368,4.26,50.27,2.99,0.33,-0.303432,0.0290163,1.71154,0.603886,0.0999511,"Austria",1994,"Austria (1994)"
3.59,1.14368,4.26,46.99,2.99,0,-0.303432,0.0290163,1.58485,0.603886,-0.321421,"Austria",1995,"Austria (1995)"
3.82,1.14368,4.26,45.9,2.26,0.66,-0.303432,0.0290163,1.54275,0.371539,0.521323,"Austria",1999,"Austria (1999)"
3.59,2.21976,13,0,2.3,0.2,0.205309,0.461627,-0.230057,0.38427,-0.0660439,"Brazil",1947,"Brazil (1947)"
7.11,2.21976,12.16,0,2.68,1,0.205309,0.435726,-0.230057,0.505218,0.955463,"Brazil",1950,"Brazil (1950)"
8.69,2.21976,13.04,0,2.68,0.6,0.205309,0.462818,-0.230057,0.505218,0.44471,"Brazil",1954,"Brazil (1954)"
9.82,2.21976,13.04,0,2.97,0.2,0.205309,0.462818,-0.230057,0.59752,-0.0660439,"Brazil",1958,"Brazil (1958)"
11.17,2.21976,15.56,0,2.65,0.2,0.205309,0.531327,-0.230057,0.495669,-0.0660439,"Brazil",1962,"Brazil (1962)"
2.65,2.21976,19.16,0,0,0,0.205309,0.612027,-0.230057,-0.347783,-0.321421,"Brazil",1982,"Brazil (1982)"
3.555,2.21976,18.73,0,0,0,0.205309,0.603226,-0.230057,-0.347783,-0.321421,"Brazil",1986,"Brazil (1986)"
9.79,2.21976,18.63,0,5.69,0.6,0.205309,0.60115,-0.230057,1.46325,0.44471,"Brazil",1990,"Brazil (1990)"
8.53,2.21976,19,0,2.65,1,0.205309,0.608776,-0.230057,0.495669,0.955463,"Brazil",1994,"Brazil (1994)"
8.14,2.21976,19,0,2.53,1,0.205309,0.608776,-0.230057,0.457475,0.955463,"Brazil",1998,"Brazil (1998)"
2.835,2.47733,1,0,0,0,0.327082,-0.532945,-0.230057,-0.347783,-0.321421,"Canada",1949,"Canada (1949)"
2.855,2.47733,1,0,0,0,0.327082,-0.532945,-0.230057,-0.347783,-0.321421,"Canada",1953,"Canada (1953)"
2.99,2.47733,1,0,0,0,0.327082,-0.532945,-0.230057,-0.347783,-0.321421,"Canada",1957,"Canada (1957)"
2.44,2.47733,1,0,0,0,0.327082,-0.532945,-0.230057,-0.347783,-0.321421,"Canada",1958,"Canada (1958)"
3.23,2.47733,1,0,0,0,0.327082,-0.532945,-0.230057,-0.347783,-0.321421,"Canada",1962,"Canada (1962)"
3.2,2.47733,1,0,0,0,0.327082,-0.532945,-0.230057,-0.347783,-0.321421,"Canada",1963,"Canada (1963)"
3.31,2.47733,1,0,0,0,0.327082,-0.532945,-0.230057,-0.347783,-0.321421,"Canada",1965,"Canada (1965)"
2.97,2.47733,1,0,0,0,0.327082,-0.532945,-0.230057,-0.347783,-0.321421,"Canada",1968,"Canada (1968)"
3.25,2.47733,1,0,0,0,0.327082,-0.532945,-0.230057,-0.347783,-0.321421,"Canada",1972,"Canada (1972)"
2.96,2.47733,1,0,0,0,0.327082,-0.532945,-0.230057,-0.347783,-0.321421,"Canada",1974,"Canada (1974)"
3.09,2.47733,1,0,0,0,0.327082,-0.532945,-0.230057,-0.347783,-0.321421,"Canada",1979,"Canada (1979)"
2.93,2.47733,1,0,0,0,0.327082,-0.532945,-0.230057,-0.347783,-0.321421,"Canada",1980,"Canada (1980)"
2.75,2.47733,1,0,0,0,0.327082,-0.532945,-0.230057,-0.347783,-0.321421,"Canada",1984,"Canada (1984)"
3.04,2.47733,1,0,0,0,0.327082,-0.532945,-0.230057,-0.347783,-0.321421,"Canada",1988,"Canada (1988)"
3.93,2.47733,1,0,0,0,0.327082,-0.532945,-0.230057,-0.347783,-0.321421,"Canada",1993,"Canada (1993)"
4.085,2.47733,1,0,0,0,0.327082,-0.532945,-0.230057,-0.347783,-0.321421,"Canada",1997,"Canada (1997)"
3.77,2.47733,1,0,0,0,0.327082,-0.532945,-0.230057,-0.347783,-0.321421,"Canada",2000,"Canada (2000)"
7.05,1.98807,5.25,0,1.97,0,0.0957727,0.110041,-0.230057,0.279236,-0.321421,"Chile",1949,"Chile (1949)"
11.88,1.98807,5.25,0,2.95,0.67,0.0957727,0.110041,-0.230057,0.591154,0.534092,"Chile",1953,"Chile (1953)"
8.62,1.98807,5.25,0,2.95,0.67,0.0957727,0.110041,-0.230057,0.591154,0.534092,"Chile",1957,"Chile (1957)"
6.44,1.98807,5.25,0,3.97,0,0.0957727,0.110041,-0.230057,0.915804,-0.321421,"Chile",1961,"Chile (1961)"
4.06,1.98807,5.25,0,2.14,0.67,0.0957727,0.110041,-0.230057,0.333344,0.534092,"Chile",1965,"Chile (1965)"
4.92,1.98807,5.36,0,2.14,0.67,0.0957727,0.118082,-0.230057,0.333344,0.534092,"Chile",1969,"Chile (1969)"
5.3,1.98807,5.24,0,2.96,0.67,0.0957727,0.109302,-0.230057,0.594337,0.534092,"Chile",1973,"Chile (1973)"
2.37,2.90698,7.65,0,2.35,1,0.530208,0.256022,-0.230057,0.400184,0.955463,"Colombia",1974,"Colombia (1974)"
2.17,2.90698,7.65,0,2.16,1,0.530208,0.256022,-0.230057,0.33971,0.955463,"Colombia",1978,"Colombia (1978)"
2.08,2.90698,7.65,0,2.5,1,0.530208,0.256022,-0.230057,0.447927,0.955463,"Colombia",1982,"Colombia (1982)"
2.685,2.90698,7.65,0,2.1,1,0.530208,0.256022,-0.230057,0.320613,0.955463,"Colombia",1986,"Colombia (1986)"
2.23,2.90698,7.65,0,3.04,1,0.530208,0.256022,-0.230057,0.6198,0.955463,"Colombia",1990,"Colombia (1990)"
3.33,2.90698,4.88,0,3.04,0.5,0.530208,0.0817029,-0.230057,0.6198,0.317021,"Colombia",1991,"Colombia (1991)"
2.67,2.90698,4.88,0,2.41,1,0.530208,0.0817029,-0.230057,0.419281,0.955463,"Colombia",1994,"Colombia (1994)"
2.11,1.31165,6.43,0,1.84,1,-0.22402,0.188657,-0.230057,0.237859,0.955463,"Costa Rica",1953,"Costa Rica (1953)"
3.57,1.31165,6.43,0,2.44,1,-0.22402,0.188657,-0.230057,0.42883,0.955463,"Costa Rica",1958,"Costa Rica (1958)"
2.71,1.31165,8.14,0,2.52,1,-0.22402,0.280096,-0.230057,0.454292,0.955463,"Costa Rica",1962,"Costa Rica (1962)"
2.33,1.31165,8.14,0,1.9998,1,-0.22402,0.280096,-0.230057,0.288721,0.955463,"Costa Rica",1966,"Costa Rica (1966)"
2.56,1.31165,8.14,0,2.13,1,-0.22402,0.280096,-0.230057,0.330162,0.955463,"Costa Rica",1970,"Costa Rica (1970)"
4.01,1.31165,8.14,0,3.3,1,-0.22402,0.280096,-0.230057,0.702554,0.955463,"Costa Rica",1974,"Costa Rica (1974)"
2.88,1.31165,8.14,0,2.23,1,-0.22402,0.280096,-0.230057,0.36199,0.955463,"Costa Rica",1978,"Costa Rica (1978)"
2.53,1.31165,8.14,0,2.17,1,-0.22402,0.280096,-0.230057,0.342893,0.955463,"Costa Rica",1982,"Costa Rica (1982)"
2.485,1.31165,8.14,0,2.07,1,-0.22402,0.280096,-0.230057,0.311065,0.955463,"Costa Rica",1986,"Costa Rica (1986)"
2.56,1.31165,8.14,0,2.05,1,-0.22402,0.280096,-0.230057,0.304699,0.955463,"Costa Rica",1990,"Costa Rica (1990)"
2.78,1.31165,8.14,0,2.11,1,-0.22402,0.280096,-0.230057,0.323796,0.955463,"Costa Rica",1994,"Costa Rica (1994)"
3.37,1.31165,8.14,0,2.38,1,-0.22402,0.280096,-0.230057,0.409733,0.955463,"Costa Rica",1998,"Costa Rica (1998)"
3.515,1.56055,5.83,0,1.08,0.73,-0.106347,0.150674,-0.230057,-0.00403629,0.610705,"Cyprus",1970,"Cyprus (1970)"
1.84,1.56055,5.83,0,1.08,0.07,-0.106347,0.150674,-0.230057,-0.00403629,-0.232039,"Cyprus",1976,"Cyprus (1976)"
3.895,1.56055,5.83,0,1.08,0.73,-0.106347,0.150674,-0.230057,-0.00403629,0.610705,"Cyprus",1981,"Cyprus (1981)"
3.8,1.14619,5.09,20.9,0,0,-0.302245,0.09804,0.57717,-0.347783,-0.321421,"Denmark",1947,"Denmark (1947)"
4.01,1.14619,4.57,29.5,0,0,-0.302245,0.0562538,0.90933,-0.347783,-0.321421,"Denmark",1950,"Denmark (1950)"
3.92,1.14619,4.57,29.5,0,0,-0.302245,0.0562538,0.90933,-0.347783,-0.321421,"Denmark",1953,"Denmark (1953)"
3.82,1.14619,5.87,22.9,0,0,-0.302245,0.153325,0.654416,-0.347783,-0.321421,"Denmark",1953,"Denmark (1953)"
3.9,1.14619,5.87,22.9,0,0,-0.302245,0.153325,0.654416,-0.347783,-0.321421,"Denmark",1957,"Denmark (1957)"
3.81,1.14619,5.87,22.9,0,0,-0.302245,0.153325,0.654416,-0.347783,-0.321421,"Denmark",1960,"Denmark (1960)"
3.75,1.14619,5.87,22.9,0,0,-0.302245,0.153325,0.654416,-0.347783,-0.321421,"Denmark",1964,"Denmark (1964)"
4.22,1.14619,5.87,22.9,0,0,-0.302245,0.153325,0.654416,-0.347783,-0.321421,"Denmark",1966,"Denmark (1966)"
4.56,1.14619,5.87,22.9,0,0,-0.302245,0.153325,0.654416,-0.347783,-0.321421,"Denmark",1968,"Denmark (1968)"
4.52,1.14619,7.94,22.9,0,0,-0.302245,0.27045,0.654416,-0.347783,-0.321421,"Denmark",1971,"Denmark (1971)"
7.11,1.14619,7.94,22.9,0,0,-0.302245,0.27045,0.654416,-0.347783,-0.321421,"Denmark",1973,"Denmark (1973)"
5.6,1.14619,7.94,22.9,0,0,-0.302245,0.27045,0.654416,-0.347783,-0.321421,"Denmark",1975,"Denmark (1975)"
5.23,1.14619,7.94,22.9,0,0,-0.302245,0.27045,0.654416,-0.347783,-0.321421,"Denmark",1977,"Denmark (1977)"
4.99,1.14619,7.94,22.9,0,0,-0.302245,0.27045,0.654416,-0.347783,-0.321421,"Denmark",1979,"Denmark (1979)"
5.76,1.14619,7.94,22.9,0,0,-0.302245,0.27045,0.654416,-0.347783,-0.321421,"Denmark",1981,"Denmark (1981)"
5.25,1.14619,7.94,22.9,0,0,-0.302245,0.27045,0.654416,-0.347783,-0.321421,"Denmark",1984,"Denmark (1984)"
5.83,1.14619,7.94,22.9,0,0,-0.302245,0.27045,0.654416,-0.347783,-0.321421,"Denmark",1987,"Denmark (1987)"
5.83,1.14619,7.94,22.9,0,0,-0.302245,0.27045,0.654416,-0.347783,-0.321421,"Denmark",1988,"Denmark (1988)"
4.84,1.14619,7.94,22.9,0,0,-0.302245,0.27045,0.654416,-0.347783,-0.321421,"Denmark",1990,"Denmark (1990)"
4.76,1.14619,7.94,22.9,0,0,-0.302245,0.27045,0.654416,-0.347783,-0.321421,"Denmark",1994,"Denmark (1994)"
4.74,1.14619,7.94,22.9,0,0,-0.302245,0.27045,0.654416,-0.347783,-0.321421,"Denmark",1998,"Denmark (1998)"
2.96,1.63079,1,0,0,0,-0.0731396,-0.532945,-0.230057,-0.347783,-0.321421,"Dominica",1980,"Dominica (1980)"
2.11,1.63079,1,0,0,0,-0.0731396,-0.532945,-0.230057,-0.347783,-0.321421,"Dominica",1985,"Dominica (1985)"
2.69,1.63079,1,0,0,0,-0.0731396,-0.532945,-0.230057,-0.347783,-0.321421,"Dominica",1990,"Dominica (1990)"
2.99,1.63079,1,0,0,0,-0.0731396,-0.532945,-0.230057,-0.347783,-0.321421,"Dominica",1995,"Dominica (1995)"
2.55,1.63079,1,0,0,0,-0.0731396,-0.532945,-0.230057,-0.347783,-0.321421,"Dominica",2000,"Dominica (2000)"
6.4,2.89855,2.85,17.39,4.76,1,0.526223,-0.126842,0.441602,1.16725,0.955463,"Ecuador",1979,"Ecuador (1979)"
10.32,2.89855,2.95,16.9,5.17,1,0.526223,-0.11347,0.422677,1.29774,0.955463,"Ecuador",1984,"Ecuador (1984)"
11.95,2.89855,2.95,16.9,5.17,0,0.526223,-0.11347,0.422677,1.29774,-0.321421,"Ecuador",1986,"Ecuador (1986)"
8.14,2.89855,2.95,16.9,6.57,1,0.526223,-0.11347,0.422677,1.74334,0.955463,"Ecuador",1988,"Ecuador (1988)"
7.9,2.89855,2.86,16.67,6.57,0,0.526223,-0.125484,0.413793,1.74334,-0.321421,"Ecuador",1990,"Ecuador (1990)"
7.79,2.89855,3.1,16.67,4.5,1,0.526223,-0.0942382,0.413793,1.08449,0.955463,"Ecuador",1992,"Ecuador (1992)"
7.48,2.89855,3.1,16.67,4.5,0,0.526223,-0.0942382,0.413793,1.08449,-0.321421,"Ecuador",1994,"Ecuador (1994)"
6.43,2.89855,3.33,14.63,4.82,1,0.526223,-0.0664865,0.335002,1.18634,0.955463,"Ecuador",1996,"Ecuador (1996)"
6.18,2.89855,5,16,4.1,1,0.526223,0.0911225,0.387916,0.957181,0.955463,"Ecuador",1998,"Ecuador (1998)"
2.68,1.24657,4.29,0,3.16,0.6,-0.254788,0.0317374,-0.230057,0.657994,0.44471,"El Salvador",1985,"El Salvador (1985)"
2.75,1.24657,4.29,0,3.16,0.6,-0.254788,0.0317374,-0.230057,0.657994,0.44471,"El Salvador",1988,"El Salvador (1988)"
3.34,1.24657,4.57,23.8,2.35,0.2,-0.254788,0.0562538,0.689177,0.400184,-0.0660439,"El Salvador",1991,"El Salvador (1991)"
3.48,1.24657,4.57,23.8,3,1,-0.254788,0.0562538,0.689177,0.607068,0.955463,"El Salvador",1994,"El Salvador (1994)"
3.95,1.24657,4.57,23.8,3,0.2,-0.254788,0.0562538,0.689177,0.607068,-0.0660439,"El Salvador",1997,"El Salvador (1997)"
3.68,1.24657,4.57,23.8,2.74,0.6,-0.254788,0.0562538,0.689177,0.524315,0.44471,"El Salvador",2000,"El Salvador (2000)"
4.9,1.15141,13.3,0,5.06,0,-0.299777,0.470473,-0.230057,1.26273,-0.321421,"Finland",1948,"Finland (1948)"
4.96,1.15141,13.3,0,5.13,0.67,-0.299777,0.470473,-0.230057,1.28501,0.534092,"Finland",1951,"Finland (1951)"
4.98,1.15141,13.3,0,5.13,0.33,-0.299777,0.470473,-0.230057,1.28501,0.0999511,"Finland",1954,"Finland (1954)"
5.19,1.15141,13.3,0,4.98,0.33,-0.299777,0.470473,-0.230057,1.23727,0.0999511,"Finland",1958,"Finland (1958)"
5.86,1.15141,13.3,0,5.27,1,-0.299777,0.470473,-0.230057,1.32957,0.955463,"Finland",1962,"Finland (1962)"
5.22,1.15141,13.3,0,5.27,0.33,-0.299777,0.470473,-0.230057,1.32957,0.0999511,"Finland",1966,"Finland (1966)"
6.17,1.15141,13.3,0,6.25,0.6,-0.299777,0.470473,-0.230057,1.64149,0.44471,"Finland",1970,"Finland (1970)"
5.95,1.15141,13.3,0,6.25,0.2,-0.299777,0.470473,-0.230057,1.64149,-0.0660439,"Finland",1972,"Finland (1972)"
5.89,1.15141,13.3,0,6.25,0.4,-0.299777,0.470473,-0.230057,1.64149,0.189333,"Finland",1975,"Finland (1975)"
5.74,1.15141,13.3,0,6.25,0.5,-0.299777,0.470473,-0.230057,1.64149,0.317021,"Finland",1979,"Finland (1979)"
5.45,1.15141,13.3,0,3.76,0.67,-0.299777,0.470473,-0.230057,0.848964,0.534092,"Finland",1983,"Finland (1983)"
6.15,1.15141,13.3,0,3.76,0.67,-0.299777,0.470473,-0.230057,0.848964,0.534092,"Finland",1987,"Finland (1987)"
5.91,1.15141,13.3,0,3.19,0,-0.299777,0.470473,-0.230057,0.667542,-0.321421,"Finland",1991,"Finland (1991)"
5.78,1.15141,13.3,0,5.46,0.67,-0.299777,0.470473,-0.230057,1.39005,0.534092,"Finland",1995,"Finland (1995)"
5.93,1.15141,13.3,0,5.46,0.67,-0.299777,0.470473,-0.230057,1.39005,0.534092,"Finland",1999,"Finland (1999)"
4.65,1.37377,5.33,0,0,0,-0.194652,0.115905,-0.230057,-0.347783,-0.321421,"France",1946,"France (1946)"
5.4,1.37377,5.28,0,0,0,-0.194652,0.112251,-0.230057,-0.347783,-0.321421,"France",1951,"France (1951)"
6.08,1.37377,5.28,0,0,0,-0.194652,0.112251,-0.230057,-0.347783,-0.321421,"France",1956,"France (1956)"
6.08,1.37377,1,0,0,0,-0.194652,-0.532945,-0.230057,-0.347783,-0.321421,"France",1958,"France (1958)"
4.93,1.37377,1,0,0,0,-0.194652,-0.532945,-0.230057,-0.347783,-0.321421,"France",1962,"France (1962)"
4.55,1.37377,1,0,3.06,0,-0.194652,-0.532945,-0.230057,0.626165,-0.321421,"France",1967,"France (1967)"
4.32,1.37377,1,0,3.06,0.5,-0.194652,-0.532945,-0.230057,0.626165,0.317021,"France",1968,"France (1968)"
5.68,1.37377,1,0,3.3,0.6,-0.194652,-0.532945,-0.230057,0.702554,0.44471,"France",1973,"France (1973)"
5.08,1.37377,1,0,3.15,0.14,-0.194652,-0.532945,-0.230057,0.654811,-0.142657,"France",1978,"France (1978)"
4.14,1.37377,1,0,4.86,1,-0.194652,-0.532945,-0.230057,1.19908,0.955463,"France",1981,"France (1981)"
4.66,1.37377,5.79,0,4.86,0.43,-0.194652,0.148004,-0.230057,1.19908,0.227639,"France",1986,"France (1986)"
4.38,1.37377,1,0,4.77,1,-0.194652,-0.532945,-0.230057,1.17043,0.955463,"France",1988,"France (1988)"
6.71,1.37377,1,0,4.77,0.43,-0.194652,-0.532945,-0.230057,1.17043,0.227639,"France",1993,"France (1993)"
6.55,1.37377,1,0,5.95,0.43,-0.194652,-0.532945,-0.230057,1.54601,0.227639,"France",1997,"France (1997)"
3.75,1.10488,1,50,0,0,-0.321776,-0.532945,1.70111,-0.347783,-0.321421,"Germany",1990,"Germany (1990)"
3.74,1.10488,1,50,0,0,-0.321776,-0.532945,1.70111,-0.347783,-0.321421,"Germany",1994,"Germany (1994)"
3.79,1.10488,1,50,0,0,-0.321776,-0.532945,1.70111,-0.347783,-0.321421,"Germany",1998,"Germany (1998)"
3.75,6.49562,1,0,3.92,1,2.22682,-0.532945,-0.230057,0.89989,0.955463,"Ghana",1979,"Ghana (1979)"
2.715,1.06232,3.03,0,0,0,-0.341897,-0.103094,-0.230057,-0.347783,-0.321421,"Greece",1952,"Greece (1952)"
2.185,1.06232,7.32,0,0,0,-0.341897,0.238924,-0.230057,-0.347783,-0.321421,"Greece",1956,"Greece (1956)"
2.75,1.06232,5.14,41.3,0,0,-0.341897,0.10183,1.36509,-0.347783,-0.321421,"Greece",1974,"Greece (1974)"
3.74,1.06232,5.14,22.7,0,0,-0.341897,0.10183,0.646692,-0.347783,-0.321421,"Greece",1977,"Greece (1977)"
2.68,1.06232,5.14,22.7,0,0,-0.341897,0.10183,0.646692,-0.347783,-0.321421,"Greece",1981,"Greece (1981)"
2.59,1.06232,5.14,22.7,0,0,-0.341897,0.10183,0.646692,-0.347783,-0.321421,"Greece",1985,"Greece (1985)"
2.73,1.06232,5.14,22.7,0,0,-0.341897,0.10183,0.646692,-0.347783,-0.321421,"Greece",1989,"Greece (1989)"
2.56,1.06232,5.14,22.7,0,0,-0.341897,0.10183,0.646692,-0.347783,-0.321421,"Greece",1989,"Greece (1989)"
2.63,1.06232,5.14,22.7,0,0,-0.341897,0.10183,0.646692,-0.347783,-0.321421,"Greece",1990,"Greece (1990)"
2.63,1.06232,5.14,22.7,0,0,-0.341897,0.10183,0.646692,-0.347783,-0.321421,"Greece",1993,"Greece (1993)"
3.065,1.06232,5.14,22.7,0,0,-0.341897,0.10183,0.646692,-0.347783,-0.321421,"Greece",1996,"Greece (1996)"
2.64,1.06232,5.14,22.7,0,0,-0.341897,0.10183,0.646692,-0.347783,-0.321421,"Greece",2000,"Greece (2000)"
2.83,1.97161,2.5,0,2.81,1,0.0879908,-0.177649,-0.230057,0.546595,0.955463,"Guatemala",1966,"Guatemala (1966)"
2.83,1.97161,2.5,0,2.81,1,0.0879908,-0.177649,-0.230057,0.546595,0.955463,"Guatemala",1970,"Guatemala (1970)"
